1.625343	2.246798	
2.605329	3.083372	
5.067246	5.497484	
27.583030	30.188359	
31.694192	39.534082	
41.207230	43.262811	
44.434014	46.298378	
61.810845	62.563761	
65.874203	66.220783	
70.666575	73.080687	
75.411143	75.650164	
85.987824	99.468612	
101.070053	101.452487	
102.432473	106.878264	
172.190768	174.580978	
177.329720	177.831664	
180.604309	205.940540	
211.916067	213.660921	
214.963585	226.448547	
228.790953	241.602482	
278.841962	279.367808	
298.537297	299.421675	
333.721196	335.322637	
336.230917	337.115295	
337.808456	338.860149	
388.217997	390.058459	
391.635998	394.623761	
397.683230	401.483665	
405.164589	406.240184	
413.530326	422.493616	
424.262372	426.843799	
430.524723	500.701305	
545.900186	547.453823	
552.305950	553.931294	
