1.706552	2.700477	
22.466472	23.535411	
26.460928	27.304828	
41.107268	43.085743	
44.117175	44.332838	
51.731021	52.518660	
64.286366	64.633302	
69.706074	70.231167	
76.691684	78.023170	
88.328117	90.878568	
92.003767	92.735146	
96.748355	101.024111	
103.837109	105.712440	
126.172308	126.603634	
133.148541	135.698992	
137.855623	138.249443	
153.177082	161.241008	
164.841645	165.816817	
235.016552	249.081538	
256.020265	268.247427	
274.436021	276.236340	
278.280451	288.726048	
291.276499	352.749867	
354.700212	355.412838	
358.038302	363.364244	
368.015066	373.528541	
377.429231	380.129708	
383.242759	385.830716	
396.295066	397.739072	
398.376684	399.370610	
400.214509	401.358462	
439.877772	553.410345	
606.107162	610.045358	
614.733687	616.496499	
708.500265	709.775491	
765.885411	768.510875	
785.088806	799.641379	
800.203979	805.642440	
806.955172	904.809973	
