2.022428	3.207989	
7.200541	8.019973	
14.313908	15.081036	
26.099781	29.970289	
42.784811	43.429895	
51.624215	52.339039	
60.376446	61.021531	
63.009089	64.264390	
71.953102	72.476144	
76.416392	79.310556	
87.557180	90.207258	
91.061559	92.264555	
103.527386	103.980689	
106.404115	109.734147	
110.152581	110.832535	
111.896053	117.021862	
117.579773	117.893598	
137.281010	138.675788	
140.035696	141.099214	
143.435467	145.126635	
149.433012	151.682091	
160.259975	163.851528	
184.197850	187.423274	
193.176732	194.257685	
194.745858	195.077117	
201.109531	203.968826	
204.701084	206.618904	
207.630118	208.693636	
214.046096	216.190567	
217.759692	219.206774	
232.439729	235.909239	
238.123449	238.803403	
243.092345	244.225602	
255.767389	256.429908	
256.639125	257.162166	
258.975378	259.428680	
260.771154	261.764933	
268.076303	270.865859	
279.757568	282.459950	
283.401425	284.412639	
285.580765	293.356652	
295.134993	298.709112	
299.476239	300.592062	
315.716684	316.466377	
317.582199	318.087806	
324.590958	327.180015	
329.115269	329.542419	
343.498915	353.541316	
356.296002	357.272347	
425.198028	459.858258	
465.576847	467.878230	
469.796050	546.892396	
549.647082	550.797774	
552.227421	555.051846	
559.410527	564.919899	
568.964755	571.510225	
587.724517	589.258773	
589.842836	590.958658	
591.795525	592.798022	
631.415933	754.784034	
797.673453	801.578831	
806.216468	807.994809	
