1.613455	2.246003	
10.019922	10.414118	
11.092502	11.349188	
12.284259	15.593675	
16.427905	18.233874	
19.260618	19.929835	
25.567760	25.998626	
26.401989	26.832855	
27.291223	28.299632	
35.321828	36.229397	
42.967404	43.334099	
44.782541	45.717611	
62.713892	63.859812	
75.053155	75.658201	
87.117398	90.637663	
103.737817	104.168682	
112.318463	112.996848	
123.649317	124.621057	
132.835009	133.330046	
137.033659	139.747197	
148.520358	150.197984	
151.655594	152.755677	
168.294348	171.420417	
172.483830	177.608383	
178.506784	178.754302	
182.567923	184.172211	
198.024088	199.298350	
200.911805	201.892713	
204.138715	205.981354	
210.134167	212.251827	
221.373347	224.618592	
245.199309	247.903680	
254.045809	255.677599	
261.682218	264.349919	
265.404165	267.182632	
268.328552	269.272790	
274.736535	277.000872	
278.476817	279.861088	
293.337103	296.472339	
298.589999	299.204212	
303.742054	304.457108	
316.622191	317.630600	
319.720758	319.940774	
321.526727	322.260116	
328.842278	331.280795	
342.089110	344.857652	
346.241923	354.410038	
354.941745	357.545274	
359.970040	360.831772	
378.158078	380.830362	
384.992343	387.559203	
400.925210	413.631167	
417.316445	419.369933	
428.445617	430.462435	
431.250828	434.734424	
440.693206	442.948376	
449.869731	453.930870	
455.030953	456.901094	
458.633725	459.458787	
460.613874	461.108911	
463.281575	464.299152	
469.405370	470.157093	
482.276340	520.632563	
526.609680	528.259804	
549.638082	555.871885	
648.315517	649.928972	
652.349155	653.595915	
712.083656	718.977508	
729.208279	749.669821	
751.943326	833.899501	
848.603942	864.518475	
866.865318	869.248831	
