0.010000	7.785975	
13.562666	19.423077	
19.716097	21.264920	
26.957891	53.497182	
55.087865	89.789871	
93.034027	94.143319	
96.675854	111.515252	
115.617540	117.291943	
118.275655	119.698898	
161.245027	168.737981	
175.477454	183.347149	
230.921129	231.549030	
232.700182	234.186215	
237.179211	238.728034	
301.266993	303.569297	
310.141330	310.915741	
314.076177	317.152893	
325.127238	326.529551	
363.921067	366.683832	
368.128005	371.874482	
373.412840	375.715144	
377.996519	378.645350	
379.796502	384.149950	
391.873135	392.589989	
393.484748	395.603915	
397.288783	399.460274	
399.983525	401.145143	
402.866638	405.038130	
407.104971	407.460782	
408.475889	408.915420	
417.805454	418.851956	
422.535643	423.697260	
432.393692	434.643671	
439.876181	441.508724	
442.356391	444.009864	
449.974925	450.440619	
462.386439	463.014340	
465.777105	468.246850	
471.804957	473.563080	
496.376824	498.009367	
499.725630	500.562832	
501.065153	502.697696	
