150.247463	164.783752	
165.464774	170.842496	
172.163443	277.762893	
281.003617	290.819721	
293.449874	294.530115	
297.207235	323.555727	
325.387440	359.391555	
363.348526	364.287866	
367.129370	373.305532	
373.951328	381.559983	
385.763531	386.878997	
388.628518	389.767468	
431.438947	432.613123	
433.164985	434.926248	
436.300033	436.675769	
437.427241	438.190455	
438.437032	438.988894	
445.669951	447.219862	
447.724758	449.274669	
449.662147	450.214009	
451.317734	453.196414	
507.408085	508.511810	
