1.537772	6.188594	
7.201273	8.260836	
9.489178	10.361207	
12.705371	13.099191	
32.705782	33.971631	
35.246857	36.268912	
38.753727	40.329005	
44.726658	47.014562	
55.547321	56.166180	
56.803793	59.110451	
79.410915	80.029775	
80.601751	82.589602	
88.468767	89.406432	
89.912772	90.315968	
102.899443	103.799602	
127.878859	129.866711	
130.916897	131.066923	
138.408846	139.055836	
150.964191	151.414271	
151.883103	152.314430	
156.168236	157.021512	
163.566419	165.844947	
175.127838	176.131141	
177.134443	177.772056	
178.653462	179.844297	
180.875729	188.573966	
190.796233	192.999748	
194.650040	195.653342	
210.956048	211.706180	
212.643846	213.337719	
219.676340	222.226790	
224.552202	224.777241	
239.911167	245.368382	
246.887401	248.293899	
321.131777	337.522175	
346.186207	355.150292	
361.001326	362.857905	
365.220822	375.591406	
377.823050	439.765252	
441.434297	442.146923	
444.997427	450.248355	
454.580371	460.093846	
464.144562	465.626074	
466.038647	467.670186	
482.991645	484.435650	
485.017003	486.142202	
487.042361	488.055040	
526.743130	639.413050	
692.747480	696.723183	
701.449019	703.211830	
869.835040	870.078833	
871.822891	886.225438	
886.938064	892.310889	
893.642374	904.884987	
