2.403564	2.851990	
11.946071	12.322749	
28.376404	28.779987	
37.192461	37.712635	
72.842336	73.236951	
81.452117	82.079914	
90.259206	90.851128	
101.801694	102.232183	
106.223175	108.276967	
119.810486	120.052636	
120.958457	121.891183	
133.442640	133.792412	
136.330504	140.527772	
141.603995	146.742958	
147.478377	147.675684	
167.128408	168.392970	
169.890713	170.948999	
173.218035	174.877211	
179.173134	181.325579	
190.186479	192.850130	
214.078621	214.500142	
223.136829	224.060586	
237.325030	238.356411	
243.683713	244.437068	
245.665756	245.961717	
247.647799	249.019983	
265.315788	265.548969	
318.158320	319.889244	
347.306016	347.709600	
349.494336	349.942762	
354.615362	355.754364	
372.373035	382.740647	
384.821344	386.875136	
457.789239	459.295951	
463.995457	464.605316	
467.869858	470.452793	
473.179223	473.860831	
476.694884	477.268869	
483.654457	489.645430	
495.672277	497.286611	
498.865070	563.653674	
582.200577	584.675889	
617.428932	618.989455	
619.805590	620.729348	
621.437861	622.558927	
671.849924	673.320761	
674.683977	677.589778	
696.818289	737.248387	
739.364958	745.284182	
749.983688	768.387095	
770.611289	774.629186	
779.938551	784.960924	
835.722759	837.588211	
